"U:0","U:1","U:2","p","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.70152,-8.9618e-22,0.00015704,7.8092e+06,1,0.315,50,0.05,0.315
0.70101,-8.7132e-22,0.00015756,7.8092e+06,1,0.316,50,0.05,0.316
0.7005,-8.4645e-22,0.00015808,7.8092e+06,1,0.317,50,0.05,0.317
0.69999,-8.2158e-22,0.0001586,7.8092e+06,1,0.318,50,0.05,0.318
0.69948,-7.9672e-22,0.00015912,7.8092e+06,1,0.319,50,0.05,0.319
0.69897,-7.7185e-22,0.00015964,7.8092e+06,1,0.32,50,0.05,0.32
0.69846,-7.4698e-22,0.00016016,7.8092e+06,1,0.321,50,0.05,0.321
0.69795,-7.2212e-22,0.00016068,7.8092e+06,1,0.322,50,0.05,0.322
0.69744,-6.9725e-22,0.0001612,7.8092e+06,1,0.323,50,0.05,0.323
0.69693,-6.7238e-22,0.00016172,7.8092e+06,1,0.324,50,0.05,0.324
0.69642,-6.4752e-22,0.00016224,7.8092e+06,1,0.325,50,0.05,0.325
0.69591,-6.2265e-22,0.00016276,7.8092e+06,1,0.326,50,0.05,0.326
0.69541,-5.9778e-22,0.00016328,7.8092e+06,1,0.327,50,0.05,0.327
0.6949,-5.7292e-22,0.0001638,7.8092e+06,1,0.328,50,0.05,0.328
0.69439,-5.4805e-22,0.00016432,7.8092e+06,1,0.329,50,0.05,0.329
0.69388,-5.2318e-22,0.00016484,7.8092e+06,1,0.33,50,0.05,0.33
0.69337,-4.9832e-22,0.00016535,7.8092e+06,1,0.331,50,0.05,0.331
0.69284,-4.9832e-22,0.00016588,7.8092e+06,1,0.332,50,0.05,0.332
0.6923,-5.2318e-22,0.0001664,7.8092e+06,1,0.333,50,0.05,0.333
0.69176,-5.4805e-22,0.00016692,7.8092e+06,1,0.334,50,0.05,0.334
0.69122,-5.7292e-22,0.00016745,7.8092e+06,1,0.335,50,0.05,0.335
0.69068,-5.9778e-22,0.00016797,7.8092e+06,1,0.336,50,0.05,0.336
0.69014,-6.2265e-22,0.00016849,7.8092e+06,1,0.337,50,0.05,0.337
0.6896,-6.4752e-22,0.00016902,7.8092e+06,1,0.338,50,0.05,0.338
0.68906,-6.7238e-22,0.00016954,7.8092e+06,1,0.339,50,0.05,0.339
0.68852,-6.9725e-22,0.00017006,7.8092e+06,1,0.34,50,0.05,0.34
0.68798,-7.2212e-22,0.00017058,7.8092e+06,1,0.341,50,0.05,0.341
0.68744,-7.4698e-22,0.00017111,7.8092e+06,1,0.342,50,0.05,0.342
0.6869,-7.7185e-22,0.00017163,7.8092e+06,1,0.343,50,0.05,0.343
0.68636,-7.9672e-22,0.00017215,7.8092e+06,1,0.344,50,0.05,0.344
0.68582,-8.2158e-22,0.00017268,7.8092e+06,1,0.345,50,0.05,0.345
0.68528,-8.4645e-22,0.0001732,7.8092e+06,1,0.346,50,0.05,0.346
0.68474,-8.7132e-22,0.00017372,7.8092e+06,1,0.347,50,0.05,0.347
0.6842,-8.9618e-22,0.00017425,7.8092e+06,1,0.348,50,0.05,0.348
0.68366,-9.2105e-22,0.00017477,7.8092e+06,1,0.349,50,0.05,0.349
0.68312,-9.4592e-22,0.00017529,7.8092e+06,1,0.35,50,0.05,0.35
0.68258,-9.7078e-22,0.00017582,7.8092e+06,1,0.351,50,0.05,0.351
0.68201,-9.4592e-22,0.00017634,7.8092e+06,1,0.352,50,0.05,0.352
0.68144,-9.2105e-22,0.00017687,7.8092e+06,1,0.353,50,0.05,0.353
0.68087,-8.9618e-22,0.0001774,7.8092e+06,1,0.354,50,0.05,0.354
0.68029,-8.7132e-22,0.00017793,7.8092e+06,1,0.355,50,0.05,0.355
0.67972,-8.4645e-22,0.00017845,7.8092e+06,1,0.356,50,0.05,0.356
0.67915,-8.2158e-22,0.00017898,7.8092e+06,1,0.357,50,0.05,0.357
0.67858,-7.9672e-22,0.00017951,7.8092e+06,1,0.358,50,0.05,0.358
0.67801,-7.7185e-22,0.00018004,7.8092e+06,1,0.359,50,0.05,0.359
0.67744,-7.4698e-22,0.00018056,7.8092e+06,1,0.36,50,0.05,0.36
0.67687,-7.2212e-22,0.00018109,7.8092e+06,1,0.361,50,0.05,0.361
0.6763,-6.9725e-22,0.00018162,7.8092e+06,1,0.362,50,0.05,0.362
0.67573,-6.7238e-22,0.00018214,7.8092e+06,1,0.363,50,0.05,0.363
0.67516,-6.4752e-22,0.00018267,7.8092e+06,1,0.364,50,0.05,0.364
0.67458,-6.2265e-22,0.0001832,7.8092e+06,1,0.365,50,0.05,0.365
0.67401,-5.9778e-22,0.00018373,7.8092e+06,1,0.366,50,0.05,0.366
0.67344,-5.7292e-22,0.00018425,7.8092e+06,1,0.367,50,0.05,0.367
0.67287,-5.4805e-22,0.00018478,7.8092e+06,1,0.368,50,0.05,0.368
0.6723,-5.2318e-22,0.00018531,7.8092e+06,1,0.369,50,0.05,0.369
0.67173,-4.9832e-22,0.00018584,7.8092e+06,1,0.37,50,0.05,0.37
0.67114,-3.9875e-22,0.00018636,7.8092e+06,1,0.371,50,0.05,0.371
0.67054,-2.2448e-22,0.0001869,7.8092e+06,1,0.372,50,0.05,0.372
0.66994,-5.0213e-23,0.00018743,7.8092e+06,1,0.373,50,0.05,0.373
0.66934,1.2406e-22,0.00018796,7.8092e+06,1,0.374,50,0.05,0.374
0.66874,2.9833e-22,0.00018849,7.8092e+06,1,0.375,50,0.05,0.375
0.66813,4.7259e-22,0.00018902,7.8092e+06,1,0.376,50,0.05,0.376
0.66753,6.4686e-22,0.00018955,7.8092e+06,1,0.377,50,0.05,0.377
0.66693,8.2113e-22,0.00019009,7.8092e+06,1,0.378,50,0.05,0.378
0.66633,9.954e-22,0.00019062,7.8092e+06,1,0.379,50,0.05,0.379
0.66573,1.1697e-21,0.00019115,7.8092e+06,1,0.38,50,0.05,0.38
0.66513,1.3439e-21,0.00019168,7.8092e+06,1,0.381,50,0.05,0.381
0.66452,1.5182e-21,0.00019221,7.8092e+06,1,0.382,50,0.05,0.382
0.66392,1.6925e-21,0.00019274,7.8092e+06,1,0.383,50,0.05,0.383
0.66332,1.8667e-21,0.00019327,7.8092e+06,1,0.384,50,0.05,0.384
0.66272,2.041e-21,0.00019381,7.8092e+06,1,0.385,50,0.05,0.385
0.66212,2.2153e-21,0.00019434,7.8092e+06,1,0.386,50,0.05,0.386
0.66152,2.3895e-21,0.00019487,7.8092e+06,1,0.387,50,0.05,0.387
0.66091,2.5638e-21,0.0001954,7.8092e+06,1,0.388,50,0.05,0.388
0.66031,2.7381e-21,0.00019593,7.8092e+06,1,0.389,50,0.05,0.389
0.65971,2.9124e-21,0.00019646,7.8092e+06,1,0.39,50,0.05,0.39
0.65908,2.9124e-21,0.000197,7.8092e+06,1,0.391,50,0.05,0.391
0.65845,2.9125e-21,0.00019754,7.8092e+06,1,0.392,50,0.05,0.392
0.65781,2.9125e-21,0.00019807,7.8092e+06,1,0.393,50,0.05,0.393
0.65718,2.9126e-21,0.00019861,7.8092e+06,1,0.394,50,0.05,0.394
0.65655,2.9126e-21,0.00019914,7.8092e+06,1,0.395,50,0.05,0.395
0.65592,2.9127e-21,0.00019968,7.8092e+06,1,0.396,50,0.05,0.396
0.65528,2.9127e-21,0.00020022,7.8092e+06,1,0.397,50,0.05,0.397
0.65465,2.9128e-21,0.00020075,7.8092e+06,1,0.398,50,0.05,0.398
0.65402,2.9128e-21,0.00020129,7.8092e+06,1,0.399,50,0.05,0.399
0.65339,2.9129e-21,0.00020182,7.8092e+06,1,0.4,50,0.05,0.4
0.65275,2.9129e-21,0.00020236,7.8092e+06,1,0.401,50,0.05,0.401
0.65212,2.913e-21,0.0002029,7.8092e+06,1,0.402,50,0.05,0.402
0.65149,2.913e-21,0.00020343,7.8092e+06,1,0.403,50,0.05,0.403
0.65086,2.9131e-21,0.00020397,7.8092e+06,1,0.404,50,0.05,0.404
0.65023,2.9131e-21,0.00020451,7.8092e+06,1,0.405,50,0.05,0.405
0.64959,2.9132e-21,0.00020504,7.8092e+06,1,0.406,50,0.05,0.406
0.64896,2.9132e-21,0.00020558,7.8092e+06,1,0.407,50,0.05,0.407
0.64833,2.9133e-21,0.00020611,7.8092e+06,1,0.408,50,0.05,0.408
0.6477,2.9133e-21,0.00020665,7.8092e+06,1,0.409,50,0.05,0.409
0.64705,2.8137e-21,0.00020719,7.8092e+06,1,0.41,50,0.05,0.41
0.64638,2.6145e-21,0.00020773,7.8092e+06,1,0.411,50,0.05,0.411
0.64572,2.4152e-21,0.00020827,7.8092e+06,1,0.412,50,0.05,0.412
0.64506,2.216e-21,0.00020881,7.8092e+06,1,0.413,50,0.05,0.413
0.6444,2.0168e-21,0.00020935,7.8092e+06,1,0.414,50,0.05,0.414
0.64373,1.8175e-21,0.00020989,7.8092e+06,1,0.415,50,0.05,0.415
0.64307,1.6183e-21,0.00021043,7.8092e+06,1,0.416,50,0.05,0.416
0.64241,1.4191e-21,0.00021097,7.8092e+06,1,0.417,50,0.05,0.417
0.64174,1.2198e-21,0.00021151,7.8092e+06,1,0.418,50,0.05,0.418
0.64108,1.0206e-21,0.00021206,7.8092e+06,1,0.419,50,0.05,0.419
0.64042,8.2136e-22,0.0002126,7.8092e+06,1,0.42,50,0.05,0.42
0.63975,6.2212e-22,0.00021314,7.8092e+06,1,0.421,50,0.05,0.421
0.63909,4.2289e-22,0.00021368,7.8092e+06,1,0.422,50,0.05,0.422
0.63843,2.2365e-22,0.00021422,7.8092e+06,1,0.423,50,0.05,0.423
0.63776,2.4412e-23,0.00021476,7.8092e+06,1,0.424,50,0.05,0.424
0.6371,-1.7483e-22,0.0002153,7.8092e+06,1,0.425,50,0.05,0.425
0.63644,-3.7406e-22,0.00021584,7.8092e+06,1,0.426,50,0.05,0.426
0.63578,-5.733e-22,0.00021638,7.8092e+06,1,0.427,50,0.05,0.427
0.63511,-7.7253e-22,0.00021692,7.8092e+06,1,0.428,50,0.05,0.428
0.63445,-9.7177e-22,0.00021746,7.8092e+06,1,0.429,50,0.05,0.429
0.63376,-1.0215e-21,0.00021801,7.8092e+06,1,0.43,50,0.05,0.43
0.63306,-1.0712e-21,0.00021855,7.8092e+06,1,0.431,50,0.05,0.431
0.63237,-1.121e-21,0.0002191,7.8092e+06,1,0.432,50,0.05,0.432
0.63167,-1.1707e-21,0.00021965,7.8092e+06,1,0.433,50,0.05,0.433
0.63098,-1.2204e-21,0.00022019,7.8092e+06,1,0.434,50,0.05,0.434
0.63029,-1.2702e-21,0.00022074,7.8092e+06,1,0.435,50,0.05,0.435
0.62959,-1.3199e-21,0.00022128,7.8092e+06,1,0.436,50,0.05,0.436
0.6289,-1.3696e-21,0.00022183,7.8092e+06,1,0.437,50,0.05,0.437
0.6282,-1.4194e-21,0.00022237,7.8092e+06,1,0.438,50,0.05,0.438
0.62751,-1.4691e-21,0.00022292,7.8092e+06,1,0.439,50,0.05,0.439
0.62682,-1.5188e-21,0.00022347,7.8092e+06,1,0.44,50,0.05,0.44
0.62612,-1.5686e-21,0.00022401,7.8092e+06,1,0.441,50,0.05,0.441
0.62543,-1.6183e-21,0.00022456,7.8092e+06,1,0.442,50,0.05,0.442
0.62474,-1.668e-21,0.0002251,7.8092e+06,1,0.443,50,0.05,0.443
0.62404,-1.7178e-21,0.00022565,7.8092e+06,1,0.444,50,0.05,0.444
0.62335,-1.7675e-21,0.0002262,7.8092e+06,1,0.445,50,0.05,0.445
0.62265,-1.8172e-21,0.00022674,7.8092e+06,1,0.446,50,0.05,0.446
0.62196,-1.867e-21,0.00022729,7.8092e+06,1,0.447,50,0.05,0.447
0.62127,-1.9167e-21,0.00022783,7.8092e+06,1,0.448,50,0.05,0.448
0.62056,-1.8669e-21,0.00022838,7.8092e+06,1,0.449,50,0.05,0.449
0.61983,-1.7175e-21,0.00022893,7.8092e+06,1,0.45,50,0.05,0.45
0.61911,-1.5681e-21,0.00022948,7.8092e+06,1,0.451,50,0.05,0.451
0.61838,-1.4187e-21,0.00023003,7.8092e+06,1,0.452,50,0.05,0.452
0.61766,-1.2693e-21,0.00023058,7.8092e+06,1,0.453,50,0.05,0.453
0.61694,-1.1199e-21,0.00023114,7.8092e+06,1,0.454,50,0.05,0.454
0.61621,-9.7046e-22,0.00023169,7.8092e+06,1,0.455,50,0.05,0.455
0.61549,-8.2105e-22,0.00023224,7.8092e+06,1,0.456,50,0.05,0.456
0.61476,-6.7165e-22,0.00023279,7.8092e+06,1,0.457,50,0.05,0.457
0.61404,-5.2225e-22,0.00023334,7.8092e+06,1,0.458,50,0.05,0.458
0.61331,-3.7285e-22,0.00023389,7.8092e+06,1,0.459,50,0.05,0.459
0.61259,-2.2345e-22,0.00023444,7.8092e+06,1,0.46,50,0.05,0.46
0.61186,-7.4045e-23,0.00023499,7.8092e+06,1,0.461,50,0.05,0.461
0.61114,7.5359e-23,0.00023554,7.8092e+06,1,0.462,50,0.05,0.462
0.61042,2.2476e-22,0.00023609,7.8092e+06,1,0.463,50,0.05,0.463
0.60969,3.7416e-22,0.00023664,7.8092e+06,1,0.464,50,0.05,0.464
0.60897,5.2356e-22,0.0002372,7.8092e+06,1,0.465,50,0.05,0.465
0.60824,6.7296e-22,0.00023775,7.8092e+06,1,0.466,50,0.05,0.466
0.60752,8.2237e-22,0.0002383,7.8092e+06,1,0.467,50,0.05,0.467
0.60679,9.7177e-22,0.00023885,7.8092e+06,1,0.468,50,0.05,0.468
0.60604,9.2193e-22,0.0002394,7.8092e+06,1,0.469,50,0.05,0.469
0.60528,8.721e-22,0.00023996,7.8092e+06,1,0.47,50,0.05,0.47
0.60453,8.2227e-22,0.00024052,7.8092e+06,1,0.471,50,0.05,0.471
0.60377,7.7243e-22,0.00024107,7.8092e+06,1,0.472,50,0.05,0.472
0.60302,7.226e-22,0.00024163,7.8092e+06,1,0.473,50,0.05,0.473
0.60226,6.7276e-22,0.00024219,7.8092e+06,1,0.474,50,0.05,0.474
0.60151,6.2293e-22,0.00024274,7.8092e+06,1,0.475,50,0.05,0.475
0.60075,5.7309e-22,0.0002433,7.8092e+06,1,0.476,50,0.05,0.476
0.6,5.2326e-22,0.00024386,7.8092e+06,1,0.477,50,0.05,0.477
0.59924,4.7343e-22,0.00024441,7.8092e+06,1,0.478,50,0.05,0.478
0.59849,4.2359e-22,0.00024497,7.8092e+06,1,0.479,50,0.05,0.479
0.59773,3.7376e-22,0.00024552,7.8092e+06,1,0.48,50,0.05,0.48
0.59698,3.2392e-22,0.00024608,7.8092e+06,1,0.481,50,0.05,0.481
0.59622,2.7409e-22,0.00024664,7.8092e+06,1,0.482,50,0.05,0.482
0.59547,2.2425e-22,0.00024719,7.8092e+06,1,0.483,50,0.05,0.483
0.59471,1.7442e-22,0.00024775,7.8092e+06,1,0.484,50,0.05,0.484
0.59396,1.2459e-22,0.00024831,7.8092e+06,1,0.485,50,0.05,0.485
0.5932,7.4752e-23,0.00024886,7.8092e+06,1,0.486,50,0.05,0.486
0.59245,2.4918e-23,0.00024942,7.8092e+06,1,0.487,50,0.05,0.487
0.59168,-4.9783e-23,0.00024998,7.8092e+06,1,0.488,50,0.05,0.488
0.59089,-1.4935e-22,0.00025054,7.8092e+06,1,0.489,50,0.05,0.489
0.5901,-2.4892e-22,0.0002511,7.8092e+06,1,0.49,50,0.05,0.49
0.58932,-3.4849e-22,0.00025166,7.8092e+06,1,0.491,50,0.05,0.491
0.58853,-4.4805e-22,0.00025223,7.8092e+06,1,0.492,50,0.05,0.492
0.58775,-5.4762e-22,0.00025279,7.8092e+06,1,0.493,50,0.05,0.493
0.58696,-6.4719e-22,0.00025335,7.8092e+06,1,0.494,50,0.05,0.494
0.58617,-7.4676e-22,0.00025391,7.8092e+06,1,0.495,50,0.05,0.495
0.58539,-8.4632e-22,0.00025447,7.8092e+06,1,0.496,50,0.05,0.496
0.5846,-9.4589e-22,0.00025504,7.8092e+06,1,0.497,50,0.05,0.497
0.58382,-1.0455e-21,0.0002556,7.8092e+06,1,0.498,50,0.05,0.498
0.58303,-1.145e-21,0.00025616,7.8092e+06,1,0.499,50,0.05,0.499
0.58225,-1.2446e-21,0.00025672,7.8092e+06,1,0.5,50,0.05,0.5
0.58146,-1.3442e-21,0.00025728,7.8092e+06,1,0.501,50,0.05,0.501
0.58067,-1.4437e-21,0.00025785,7.8092e+06,1,0.502,50,0.05,0.502
0.57989,-1.5433e-21,0.00025841,7.8092e+06,1,0.503,50,0.05,0.503
0.5791,-1.6429e-21,0.00025897,7.8092e+06,1,0.504,50,0.05,0.504
0.57832,-1.7424e-21,0.00025953,7.8092e+06,1,0.505,50,0.05,0.505
0.57753,-1.842e-21,0.00026009,7.8092e+06,1,0.506,50,0.05,0.506
0.57675,-1.9416e-21,0.00026066,7.8092e+06,1,0.507,50,0.05,0.507
0.57593,-1.8917e-21,0.00026122,7.8092e+06,1,0.508,50,0.05,0.508
0.57511,-1.8419e-21,0.00026179,7.8092e+06,1,0.509,50,0.05,0.509
0.5743,-1.7921e-21,0.00026236,7.8092e+06,1,0.51,50,0.05,0.51
0.57348,-1.7422e-21,0.00026293,7.8092e+06,1,0.511,50,0.05,0.511
0.57266,-1.6924e-21,0.00026349,7.8092e+06,1,0.512,50,0.05,0.512
0.57185,-1.6426e-21,0.00026406,7.8092e+06,1,0.513,50,0.05,0.513
0.57103,-1.5927e-21,0.00026463,7.8092e+06,1,0.514,50,0.05,0.514
0.57021,-1.5429e-21,0.0002652,7.8092e+06,1,0.515,50,0.05,0.515
0.5694,-1.4931e-21,0.00026577,7.8092e+06,1,0.516,50,0.05,0.516
0.56858,-1.4432e-21,0.00026633,7.8092e+06,1,0.517,50,0.05,0.517
0.56777,-1.3934e-21,0.0002669,7.8092e+06,1,0.518,50,0.05,0.518
0.56695,-1.3436e-21,0.00026747,7.8092e+06,1,0.519,50,0.05,0.519
0.56613,-1.2937e-21,0.00026804,7.8092e+06,1,0.52,50,0.05,0.52
0.56532,-1.2439e-21,0.00026861,7.8092e+06,1,0.521,50,0.05,0.521
0.5645,-1.1941e-21,0.00026917,7.8092e+06,1,0.522,50,0.05,0.522
0.56368,-1.1442e-21,0.00026974,7.8092e+06,1,0.523,50,0.05,0.523
0.56287,-1.0944e-21,0.00027031,7.8092e+06,1,0.524,50,0.05,0.524
0.56205,-1.0446e-21,0.00027088,7.8092e+06,1,0.525,50,0.05,0.525
0.56123,-9.9472e-22,0.00027144,7.8092e+06,1,0.526,50,0.05,0.526
0.5604,-9.698e-22,0.00027202,7.8092e+06,1,0.527,50,0.05,0.527
0.55956,-9.698e-22,0.00027259,7.8092e+06,1,0.528,50,0.05,0.528
0.55871,-9.698e-22,0.00027316,7.8092e+06,1,0.529,50,0.05,0.529
0.55786,-9.698e-22,0.00027374,7.8092e+06,1,0.53,50,0.05,0.53
0.55701,-9.698e-22,0.00027431,7.8092e+06,1,0.531,50,0.05,0.531
0.55617,-9.698e-22,0.00027488,7.8092e+06,1,0.532,50,0.05,0.532
0.55532,-9.698e-22,0.00027546,7.8092e+06,1,0.533,50,0.05,0.533
0.55447,-9.698e-22,0.00027603,7.8092e+06,1,0.534,50,0.05,0.534
0.55363,-9.698e-22,0.00027661,7.8092e+06,1,0.535,50,0.05,0.535
0.55278,-9.698e-22,0.00027718,7.8092e+06,1,0.536,50,0.05,0.536
0.55193,-9.698e-22,0.00027775,7.8092e+06,1,0.537,50,0.05,0.537
0.55109,-9.698e-22,0.00027833,7.8092e+06,1,0.538,50,0.05,0.538
0.55024,-9.698e-22,0.0002789,7.8092e+06,1,0.539,50,0.05,0.539
0.54939,-9.698e-22,0.00027948,7.8092e+06,1,0.54,50,0.05,0.54
0.54854,-9.698e-22,0.00028005,7.8092e+06,1,0.541,50,0.05,0.541
0.5477,-9.698e-22,0.00028062,7.8092e+06,1,0.542,50,0.05,0.542
0.54685,-9.698e-22,0.0002812,7.8092e+06,1,0.543,50,0.05,0.543
0.546,-9.698e-22,0.00028177,7.8092e+06,1,0.544,50,0.05,0.544
0.54516,-9.698e-22,0.00028235,7.8092e+06,1,0.545,50,0.05,0.545
0.54431,-9.698e-22,0.00028292,7.8092e+06,1,0.546,50,0.05,0.546
0.54343,-7.7077e-22,0.0002835,7.8092e+06,1,0.547,50,0.05,0.547
0.54255,-5.7174e-22,0.00028408,7.8092e+06,1,0.548,50,0.05,0.548
0.54168,-3.7269e-22,0.00028466,7.8092e+06,1,0.549,50,0.05,0.549
0.5408,-1.7366e-22,0.00028524,7.8092e+06,1,0.55,50,0.05,0.55
0.53992,2.537e-23,0.00028582,7.8092e+06,1,0.551,50,0.05,0.551
0.53904,2.244e-22,0.0002864,7.8092e+06,1,0.552,50,0.05,0.552
0.53817,4.2343e-22,0.00028698,7.8092e+06,1,0.553,50,0.05,0.553
0.53729,6.2248e-22,0.00028756,7.8092e+06,1,0.554,50,0.05,0.554
0.53641,8.2151e-22,0.00028814,7.8092e+06,1,0.555,50,0.05,0.555
0.53553,1.0205e-21,0.00028872,7.8092e+06,1,0.556,50,0.05,0.556
0.53466,1.2196e-21,0.0002893,7.8092e+06,1,0.557,50,0.05,0.557
0.53378,1.4186e-21,0.00028988,7.8092e+06,1,0.558,50,0.05,0.558
0.5329,1.6176e-21,0.00029046,7.8092e+06,1,0.559,50,0.05,0.559
0.53202,1.8167e-21,0.00029104,7.8092e+06,1,0.56,50,0.05,0.56
0.53115,2.0157e-21,0.00029162,7.8092e+06,1,0.561,50,0.05,0.561
0.53027,2.2147e-21,0.0002922,7.8092e+06,1,0.562,50,0.05,0.562
0.52939,2.4138e-21,0.00029278,7.8092e+06,1,0.563,50,0.05,0.563
0.52851,2.6128e-21,0.00029336,7.8092e+06,1,0.564,50,0.05,0.564
0.52764,2.8118e-21,0.00029394,7.8092e+06,1,0.565,50,0.05,0.565
0.52674,2.9114e-21,0.00029453,7.8092e+06,1,0.566,50,0.05,0.566
0.52583,2.9114e-21,0.00029511,7.8092e+06,1,0.567,50,0.05,0.567
0.52493,2.9114e-21,0.0002957,7.8092e+06,1,0.568,50,0.05,0.568
0.52402,2.9114e-21,0.00029629,7.8092e+06,1,0.569,50,0.05,0.569
0.52311,2.9114e-21,0.00029687,7.8092e+06,1,0.57,50,0.05,0.57
0.5222,2.9114e-21,0.00029746,7.8092e+06,1,0.571,50,0.05,0.571
0.52129,2.9114e-21,0.00029805,7.8092e+06,1,0.572,50,0.05,0.572
0.52038,2.9114e-21,0.00029863,7.8092e+06,1,0.573,50,0.05,0.573
0.51948,2.9114e-21,0.00029922,7.8092e+06,1,0.574,50,0.05,0.574
0.51857,2.9114e-21,0.00029981,7.8092e+06,1,0.575,50,0.05,0.575
0.51766,2.9114e-21,0.00030039,7.8092e+06,1,0.576,50,0.05,0.576
0.51675,2.9114e-21,0.00030098,7.8092e+06,1,0.577,50,0.05,0.577
0.51584,2.9114e-21,0.00030157,7.8092e+06,1,0.578,50,0.05,0.578
0.51494,2.9114e-21,0.00030215,7.8092e+06,1,0.579,50,0.05,0.579
0.51403,2.9114e-21,0.00030274,7.8092e+06,1,0.58,50,0.05,0.58
0.51312,2.9114e-21,0.00030333,7.8092e+06,1,0.581,50,0.05,0.581
0.51221,2.9114e-21,0.00030391,7.8092e+06,1,0.582,50,0.05,0.582
0.5113,2.9114e-21,0.0003045,7.8092e+06,1,0.583,50,0.05,0.583
0.5104,2.9114e-21,0.00030509,7.8092e+06,1,0.584,50,0.05,0.584
0.50949,2.9114e-21,0.00030567,7.8092e+06,1,0.585,50,0.05,0.585
0.50855,2.6625e-21,0.00030627,7.8092e+06,1,0.586,50,0.05,0.586
0.50761,2.4136e-21,0.00030686,7.8092e+06,1,0.587,50,0.05,0.587
0.50667,2.1648e-21,0.00030745,7.8092e+06,1,0.588,50,0.05,0.588
0.50573,1.9159e-21,0.00030805,7.8092e+06,1,0.589,50,0.05,0.589
0.50479,1.667e-21,0.00030864,7.8092e+06,1,0.59,50,0.05,0.59
0.50385,1.4181e-21,0.00030924,7.8092e+06,1,0.591,50,0.05,0.591
0.50292,1.1693e-21,0.00030983,7.8092e+06,1,0.592,50,0.05,0.592
0.50198,9.2042e-22,0.00031042,7.8092e+06,1,0.593,50,0.05,0.593
0.50104,6.7155e-22,0.00031102,7.8092e+06,1,0.594,50,0.05,0.594
0.5001,4.2267e-22,0.00031161,7.8092e+06,1,0.595,50,0.05,0.595
0.49916,1.7381e-22,0.0003122,7.8092e+06,1,0.596,50,0.05,0.596
0.49822,-7.5058e-23,0.0003128,7.8092e+06,1,0.597,50,0.05,0.597
0.49728,-3.2392e-22,0.00031339,7.8092e+06,1,0.598,50,0.05,0.598
0.49634,-5.7279e-22,0.00031398,7.8092e+06,1,0.599,50,0.05,0.599
0.49541,-8.2167e-22,0.00031458,7.8092e+06,1,0.6,50,0.05,0.6
0.49447,-1.0705e-21,0.00031517,7.8092e+06,1,0.601,50,0.05,0.601
0.49353,-1.3194e-21,0.00031576,7.8092e+06,1,0.602,50,0.05,0.602
0.49259,-1.5683e-21,0.00031636,7.8092e+06,1,0.603,50,0.05,0.603
0.49165,-1.8171e-21,0.00031695,7.8092e+06,1,0.604,50,0.05,0.604
0.4907,-1.9416e-21,0.00031755,7.8092e+06,1,0.605,50,0.05,0.605
0.48973,-1.9416e-21,0.00031815,7.8092e+06,1,0.606,50,0.05,0.606
0.48876,-1.9416e-21,0.00031875,7.8092e+06,1,0.607,50,0.05,0.607
0.48779,-1.9416e-21,0.00031935,7.8092e+06,1,0.608,50,0.05,0.608
0.48682,-1.9416e-21,0.00031995,7.8092e+06,1,0.609,50,0.05,0.609
0.48585,-1.9416e-21,0.00032055,7.8092e+06,1,0.61,50,0.05,0.61
0.48488,-1.9416e-21,0.00032115,7.8092e+06,1,0.611,50,0.05,0.611
0.48391,-1.9416e-21,0.00032175,7.8092e+06,1,0.612,50,0.05,0.612
0.48294,-1.9416e-21,0.00032235,7.8092e+06,1,0.613,50,0.05,0.613
0.48197,-1.9416e-21,0.00032295,7.8092e+06,1,0.614,50,0.05,0.614
0.481,-1.9416e-21,0.00032355,7.8092e+06,1,0.615,50,0.05,0.615
0.48003,-1.9416e-21,0.00032415,7.8092e+06,1,0.616,50,0.05,0.616
0.47907,-1.9416e-21,0.00032475,7.8092e+06,1,0.617,50,0.05,0.617
0.4781,-1.9416e-21,0.00032535,7.8092e+06,1,0.618,50,0.05,0.618
0.47713,-1.9416e-21,0.00032595,7.8092e+06,1,0.619,50,0.05,0.619
0.47616,-1.9416e-21,0.00032655,7.8092e+06,1,0.62,50,0.05,0.62
0.47519,-1.9416e-21,0.00032715,7.8092e+06,1,0.621,50,0.05,0.621
0.47422,-1.9416e-21,0.00032775,7.8092e+06,1,0.622,50,0.05,0.622
0.47325,-1.9416e-21,0.00032836,7.8092e+06,1,0.623,50,0.05,0.623
0.47228,-1.9416e-21,0.00032896,7.8092e+06,1,0.624,50,0.05,0.624
0.47128,-1.842e-21,0.00032956,7.8092e+06,1,0.625,50,0.05,0.625
0.47028,-1.7424e-21,0.00033017,7.8092e+06,1,0.626,50,0.05,0.626
0.46928,-1.6429e-21,0.00033078,7.8092e+06,1,0.627,50,0.05,0.627
0.46828,-1.5433e-21,0.00033139,7.8092e+06,1,0.628,50,0.05,0.628
0.46728,-1.4437e-21,0.00033199,7.8092e+06,1,0.629,50,0.05,0.629
0.46628,-1.3442e-21,0.0003326,7.8092e+06,1,0.63,50,0.05,0.63
0.46528,-1.2446e-21,0.00033321,7.8092e+06,1,0.631,50,0.05,0.631
0.46428,-1.145e-21,0.00033382,7.8092e+06,1,0.632,50,0.05,0.632
0.46328,-1.0455e-21,0.00033442,7.8092e+06,1,0.633,50,0.05,0.633
0.46228,-9.4589e-22,0.00033503,7.8092e+06,1,0.634,50,0.05,0.634
